model,replicate,seed,fraction,n_train,r2_coef_determination,pearson_r,pearson_r2,rmse,mae
rf,35,77,0.73,20122,0.7760304867753678,0.8830280517033836,0.7797385400950735,4.380212273256709,0.814075697403377
rf,35,77,0.74,20398,0.772954375873045,0.8812705735381037,0.7766378237841782,4.410189721511685,0.8238241098792157
rf,35,77,0.75,20674,0.7791646033550986,0.88522822685433,0.7836290136196612,4.349457058586852,0.8119277509948093
rf,35,77,0.76,20949,0.7756583152039698,0.8828818846922357,0.7794804223177142,4.383850076007042,0.8203481277222707
rf,35,77,0.77,21225,0.7837368129149398,0.8868662861161948,0.7865318094495323,4.304195649035594,0.8095908281270967
rf,35,77,0.78,21501,0.7808716195021461,0.8847796719297297,0.7828350678600802,4.332614204264237,0.8146231261796767
rf,35,77,0.79,21776,0.7855237712498873,0.8882672036341125,0.7890186250519658,4.286376220987187,0.8048080889591388
rf,35,77,0.8,22052,0.7830509929367651,0.8872161331538468,0.7871524669284645,4.311015040766774,0.8114625287754875
rf,35,77,0.81,22328,0.7842414211588911,0.8873117738931928,0.7873221840894845,4.2991712131535635,0.80671103791475
rf,35,77,0.82,22603,0.785158329503609,0.8884908916357853,0.7894160645197528,4.2900264020355126,0.8042571384250347
rf,35,77,0.83,22879,0.7854075275077917,0.8881298924871156,0.7887747059291755,4.287537647872816,0.8057500284990138
rf,35,77,0.84,23155,0.7851464156791054,0.8879385864105501,0.788434933236766,4.290145349893718,0.8030516785548049
rf,35,77,0.85,23430,0.7795409146748394,0.8852537393740849,0.7836741830758003,4.345749664266471,0.8053311628881277
rf,35,77,0.86,23706,0.7794061920847273,0.8846019607225691,0.7825206289142137,4.347077305701384,0.8206818463482863
rf,35,77,0.87,23982,0.7897428643104523,0.8906694918978937,0.7932921437976521,4.244006853605394,0.7891797590236356
rf,35,77,0.88,24257,0.7893409209600296,0.8905111307460268,0.7930100739825673,4.24806149805003,0.8014678280359925
rf,35,77,0.89,24533,0.7886507825574945,0.8900859008711055,0.7922529109295274,4.255014327104704,0.7940038162079213
rf,35,77,0.9,24808,0.7865702037191638,0.8886419442004965,0.7896845049924383,4.275906790987939,0.7872437432744845
rf,35,77,0.91,25084,0.7860114585107703,0.8886363976542601,0.7896746472359402,4.281500154383046,0.7949948871038705
rf,35,77,0.92,25360,0.7776651034457507,0.8831793250318098,0.7800057201636432,4.364198754611893,0.8064433495781658
rf,35,77,0.93,25635,0.7917060660327329,0.8916231718087287,0.7949918805062578,4.2241469288143785,0.7891491843791676
rf,35,77,0.94,25911,0.7877637740982832,0.8891453641528855,0.7905794785945673,4.263933882211888,0.7876954937126391
rf,35,77,0.95,26187,0.7921040783842319,0.8921184574329241,0.7958753420925,4.220109205448456,0.7802758794088713
rf,35,77,0.96,26462,0.793708380087361,0.8927970844979696,0.7970866340880747,4.203794694859596,0.7729214664308836
rf,35,77,0.97,26738,0.7928857640371004,0.8919201094230574,0.7955214815932388,4.2121679589438505,0.7752768573546328
rf,35,77,0.98,27014,0.7969212701346863,0.8952273067903656,0.8014319308231312,4.170930218112002,0.7621833405313786
rf,35,77,0.99,27289,0.8001296996648437,0.8969623513043514,0.8045414596574307,4.137850896374206,0.7668644444234954
rf,35,77,1.0,27565,0.7955347032566649,0.893450201316632,0.7982532622327303,4.1851449898740665,0.772408808503509
rf,36,78,0.01,276,0.32233913083279875,0.6331346992424901,0.4008595473848784,7.619156757931132,2.061911018842966
rf,36,78,0.02,551,0.39216658997766596,0.6989480762655947,0.48852841331537566,7.2159412481693215,1.638459677867867
rf,36,78,0.03,827,0.49932279392669965,0.7266094030145208,0.5279612245491183,6.5490697329683,1.4736918584937075
rf,36,78,0.04,1103,0.513466605401674,0.7310917833172336,0.5344951956339729,6.455903528130009,1.3911269531148933
rf,36,78,0.05,1378,0.5549370423674619,0.7603051949616417,0.5780639894856601,6.174636979013076,1.3486857341228928
rf,36,78,0.06,1654,0.587348625117122,0.7797462476619053,0.6080042107428213,5.945554342175071,1.2423212883767187
rf,36,78,0.07,1930,0.6127717234625822,0.7980779367505706,0.6369283931280477,5.759492754996214,1.1834548119090644
rf,36,78,0.08,2205,0.605028560893822,0.7967613279305928,0.6348286136857217,5.816792221368101,1.1848784573470235
rf,36,78,0.09,2481,0.6330666933781257,0.8109262377884427,0.657601363133718,5.606531569774553,1.1449904416848882
rf,36,78,0.1,2756,0.6459247473634064,0.8176731114359673,0.6685893171653758,5.507423730360791,1.1096519149834503
rf,36,78,0.11,3032,0.6388622793978469,0.8151272292266968,0.6644323998267919,5.562078717901297,1.1188925434200905
rf,36,78,0.12,3308,0.6501788756208302,0.8208108623382578,0.6737304717324745,5.474238571262395,1.094956591045382
rf,36,78,0.13,3583,0.6475159536590581,0.818442136070474,0.6698475300956003,5.4950346758915,1.099317674208169
rf,36,78,0.14,3859,0.6563039273067183,0.8216949550616796,0.6751825991738156,5.426102451177237,1.0668828157999324
rf,36,78,0.15,4135,0.6689576624473526,0.8303565432406498,0.6894919889025611,5.32528033124638,1.056633152190418
rf,36,78,0.16,4410,0.6689224037305546,0.8300559216445745,0.688992833057224,5.325563916652949,1.068699791094799
rf,36,78,0.17,4686,0.675370936961751,0.8357701751166504,0.6985117856145165,5.273444793263165,1.0244174879853534
rf,36,78,0.18,4962,0.6864758931882696,0.8425033003539002,0.7098118111072141,5.18246257246054,1.0012065514999062
rf,36,78,0.19,5237,0.6792594953581166,0.8399442136593757,0.7055062820598669,5.241765749646712,1.0123447269806607
rf,36,78,0.2,5513,0.6928140281162856,0.8465968475602925,0.7167262222990252,5.129811351216328,0.9752787868694317
rf,36,78,0.21,5789,0.6896381320227636,0.8473842934294493,0.7180601407509271,5.156260891271042,0.9824592392194621
rf,36,78,0.22,6064,0.6938816559419553,0.8458247200591538,0.7154194570631458,5.120889237684959,0.9797437306168467
rf,36,78,0.23,6340,0.7036961961068561,0.8519359954598495,0.7257949403601648,5.038129404088093,0.9538652794925857
rf,36,78,0.24,6616,0.7130218139502281,0.8574185656913248,0.7351665967921687,4.958212635303107,0.9275948116041771
rf,36,78,0.25,6891,0.7071821412941359,0.8533404036301818,0.7281898444677216,5.008405512721024,0.9334767896359017
rf,36,78,0.26,7167,0.7122384101126635,0.8549157040271208,0.7308808609921876,4.964975580609416,0.9290078445220513
rf,36,78,0.27,7443,0.709888212125299,0.8557436655127808,0.7322972210652501,4.985209252871045,0.9216362968523361
rf,36,78,0.28,7718,0.7295695895779934,0.8645084130718182,0.7473747962719536,4.813139713119721,0.8968234057834826
rf,36,78,0.29,7994,0.7258486289588844,0.8626916318448157,0.744236851655071,4.846139547546052,0.907499889330712
rf,36,78,0.3,8270,0.7286270877729473,0.8648506269000353,0.7479666068493841,4.82151977508019,0.9001478678605733
rf,36,78,0.31,8545,0.7372562975965935,0.8690939080757979,0.7553242210544634,4.744242310733504,0.9038855756934656
rf,36,78,0.32,8821,0.7417333605427339,0.869597509193749,0.7561998279959724,4.703648507337915,0.8898626728221125
rf,36,78,0.33,9096,0.741812508175764,0.8709789770816118,0.7586043785181308,4.702927718982756,0.8972309821194604
rf,36,78,0.34,9372,0.7440509051588818,0.872209589244101,0.7607495675693633,4.68249695566574,0.8967548317084527
rf,36,78,0.35,9648,0.7460742332198484,0.8723427621028115,0.7609818945931623,4.66395220211513,0.8773962292325581
rf,36,78,0.36,9923,0.7471588775996092,0.8732801138863809,0.7626181573094105,4.653980501981527,0.8812124570510657
rf,36,78,0.37,10199,0.7562944118546822,0.8772697865058606,0.7696022783160383,4.56912930355451,0.8683710097019818
rf,36,78,0.38,10475,0.7572955624156239,0.8766447753214193,0.7685060620983417,4.5597345785361885,0.8575243401758692
rf,36,78,0.39,10750,0.7509459963712382,0.872141742583677,0.7606312191568928,4.618994748279871,0.8721416579203802
rf,36,78,0.4,11026,0.7538043031718962,0.8751942917675238,0.7659650483424576,4.5924129567929945,0.8743185330281544
rf,36,78,0.41,11302,0.7581499254407695,0.8775031385174706,0.7700117581080113,4.551701962657206,0.8462884889501192
rf,36,78,0.42,11577,0.7575841355416661,0.8770409221814189,0.7692007791808337,4.557023033106106,0.8582304571295761
rf,36,78,0.43,11853,0.7562029959256664,0.8768125063063381,0.7688001712152022,4.56998618180824,0.8547736722117749
rf,36,78,0.44,12129,0.7590439928147141,0.879099507367009,0.772815943852918,4.543280844248687,0.8586275375661393
rf,36,78,0.45,12404,0.7620469316082307,0.8798414765234206,0.7741210238109129,4.514881534267607,0.8486657308423405
rf,36,78,0.46,12680,0.7772694196871612,0.8854728339571912,0.7840621396761795,4.368080455081924,0.853523618369316
rf,36,78,0.47,12956,0.7820947773407356,0.889163905073784,0.7906124500860611,4.320505122281919,0.8386922462277411
rf,36,78,0.48,13231,0.7810411414809559,0.8882832669314417,0.7890471623103948,4.33093798268731,0.8268665239964348
rf,36,78,0.49,13507,0.782824226256294,0.8885096983935655,0.7894494841394247,4.313267503818815,0.8290699485702976
rf,36,78,0.5,13782,0.7828774735607751,0.8883831216404244,0.7892245708155852,4.31273870646839,0.8238351730508426
rf,36,78,0.51,14058,0.7838525172452213,0.8893755797583153,0.7909889218704395,4.30304408757263,0.8171111640788629
rf,36,78,0.52,14334,0.7896447899168835,0.8931332409169136,0.7976869860307496,4.244996546228691,0.8099585425011617
rf,36,78,0.53,14609,0.7844763888765677,0.890734470517631,0.7934078969683245,4.296829610727576,0.8256249463031943
rf,36,78,0.54,14885,0.781076930492892,0.88886558402857,0.7900820264704508,4.330584020471663,0.8305529032333889
rf,36,78,0.55,15161,0.7771482468042639,0.8853296569043081,0.7838086013942999,4.369268484431202,0.8299280617431428
rf,36,78,0.56,15436,0.7870695701129041,0.8918167522781952,0.7953371196440279,4.270901644977127,0.8155664702285028
rf,36,78,0.57,15712,0.7949077776551169,0.8969359484735703,0.8044940956641831,4.191556264609013,0.8002813820804628
rf,36,78,0.58,15988,0.7877051963251553,0.8918219808789852,0.7953464455789171,4.264522270265062,0.809498162593934
rf,36,78,0.59,16263,0.7921041884793796,0.8949143812621926,0.800871749789893,4.220108088029693,0.8000642938089044
rf,36,78,0.6,16539,0.7886823814506801,0.8933876495015385,0.7981414922818838,4.2546962308969585,0.8065799163281909
rf,36,78,0.61,16815,0.7910276557711495,0.892976062537554,0.7974062482650736,4.231020328752642,0.7962130010696458
rf,36,78,0.62,17090,0.794866699693187,0.8959738638501038,0.8027691647024844,4.191976007410663,0.7931123184266615
rf,36,78,0.63,17366,0.7933374753924056,0.8942231674860697,0.7996350732688194,4.207572131310372,0.7887082600461242
rf,36,78,0.64,17642,0.7890916411403441,0.8919804549002913,0.7956291319241307,4.250574190405654,0.800506863255717
rf,36,78,0.65,17917,0.7939790556088819,0.8947442155941666,0.8005672113392205,4.201035887169562,0.7910917954902025
rf,36,78,0.66,18193,0.7930895542738414,0.8944503579198393,0.8000414427829287,4.2100951657313415,0.7894383135788056
rf,36,78,0.67,18469,0.7972635348487487,0.8960493963930092,0.802904520776276,4.16741393592223,0.7840469106471095
rf,36,78,0.68,18744,0.7960992580822334,0.8954564820808641,0.801842311300637,4.179363135807969,0.7810190227242935
rf,36,78,0.69,19020,0.7949072774494972,0.8946219408891086,0.8003484171201958,4.191561376062526,0.7831932276259522
rf,36,78,0.7,19296,0.7888777475560647,0.8912194252461293,0.794272063936041,4.252729012909585,0.795344015213107
rf,36,78,0.71,19571,0.7917501155650801,0.8926355014536627,0.7967981384554318,4.223700248654802,0.7916214312455429
rf,36,78,0.72,19847,0.796444376723354,0.895978911789168,0.8027782103709017,4.175824681350929,0.7802860636193544
rf,36,78,0.73,20122,0.7907371953959653,0.8930714866046168,0.7975766801861802,4.2339597536120595,0.7901498603676003
rf,36,78,0.74,20398,0.7944683741695838,0.8955437013167217,0.8019985209680536,4.19604399938465,0.7816833595027302
rf,36,78,0.75,20674,0.7918330938549882,0.8935763347461684,0.7984786660183963,4.222858686740298,0.7802003867201607
rf,36,78,0.76,20949,0.796431636657163,0.8966658972491107,0.8040097312895528,4.1759553568134695,0.7707440659887911
rf,36,78,0.77,21225,0.7998151057283378,0.8983565944291125,0.8070445707542729,4.14110608478899,0.7680675186069147
rf,36,78,0.78,21501,0.7878326190236766,0.8916088448671446,0.794966332245324,4.2632422613116825,0.7852436258713494
rf,36,78,0.79,21776,0.7947374459316454,0.8955748547202709,0.8020543204072342,4.1932964740102845,0.7717462705772326
rf,36,78,0.8,22052,0.7957144740957705,0.8961187358942089,0.8030287888206349,4.183304744888337,0.7712483710852549
rf,36,78,0.81,22328,0.7902201640285864,0.8920368312123816,0.795729708239427,4.239187007236022,0.7710596031232354
rf,36,78,0.82,22603,0.7938753486042309,0.8943562230172362,0.7998730536496562,4.202093114713887,0.7803679547123706
rf,36,78,0.83,22879,0.7925021586469422,0.8939457418283017,0.7991389893329526,4.216066925230512,0.7738192344114703
rf,36,78,0.84,23155,0.7977603394750663,0.8966183576361896,0.8039244792502179,4.162304691149008,0.7644779406443367
rf,36,78,0.85,23430,0.7977260889542629,0.8971718397376517,0.8049173100182425,4.162657132078886,0.7722333879565613
rf,36,78,0.86,23706,0.7947303722093709,0.8950078268709966,0.8010390101603437,4.193368727713006,0.7786762636819572
rf,36,78,0.87,23982,0.797290229018555,0.8961404886802105,0.8030677754520064,4.167139566638623,0.7789758091322556
rf,36,78,0.88,24257,0.794907245398654,0.894141908049489,0.7994897517303808,4.1915617035804145,0.772865870986651
rf,36,78,0.89,24533,0.7974615373328406,0.8960006121904395,0.8028170970456423,4.165378387255615,0.7679203836082458
rf,36,78,0.9,24808,0.8010433509876926,0.8985810806668671,0.8074479585324348,4.128382547955735,0.7617847034065501
rf,36,78,0.91,25084,0.7987172941257191,0.8974253837397257,0.8053723193803939,4.152445448310282,0.7699175515914992
rf,36,78,0.92,25360,0.7959975251621468,0.8951002387480975,0.8012044374069012,4.180405618025399,0.76461332927591
rf,36,78,0.93,25635,0.788498347529189,0.891276835269989,0.7943743970888871,4.256548509077981,0.7779932266542288
rf,36,78,0.94,25911,0.7959569897595655,0.8948509342961066,0.8007581946106149,4.180820921829873,0.7691297524340535
rf,36,78,0.95,26187,0.793022516335171,0.8939680771152149,0.7991789229010747,4.210777135274884,0.7687829993315329
rf,36,78,0.96,26462,0.7940961166319213,0.8936862062846417,0.7986750353034351,4.199842204078165,0.7658152531948369
rf,36,78,0.97,26738,0.7949983428658729,0.8948102306885882,0.8006853489449645,4.19063070271144,0.7680447436633652
rf,36,78,0.98,27014,0.7917609055977425,0.8925828978833312,0.7967042295938053,4.2235908261355375,0.7725373502223473
rf,36,78,0.99,27289,0.7972110309675908,0.8955405002230943,0.8019927875398299,4.167953531108919,0.7678060865412962
rf,36,78,1.0,27565,0.8020892030124396,0.8979602591183173,0.8063326269558356,4.117517451473446,0.7494376088479024
rf,37,79,0.01,276,0.2846144993606402,0.5789020504837689,0.3351275840543121,7.82835968139224,2.181577233825668
rf,37,79,0.02,551,0.5038469459609655,0.7146958831160097,0.510790205342973,6.519413675848747,1.8765154263860184
rf,37,79,0.03,827,0.5603764912602185,0.7502291545434429,0.562843784326969,6.136788540404516,1.5851443287751195
rf,37,79,0.04,1103,0.5978259345631894,0.7746603755691283,0.6000986974769028,5.869589583244871,1.3968025103727058
rf,37,79,0.05,1378,0.5947132345842994,0.7775230160192635,0.604542040439692,5.892260184802932,1.3048018397335726
rf,37,79,0.06,1654,0.5957279783359744,0.7757500055513896,0.601788071112981,5.8848791376048455,1.2634895819883658
rf,37,79,0.07,1930,0.6175960658360202,0.7963340490920279,0.6341479177433043,5.723502548092369,1.2050207906485255
rf,37,79,0.08,2205,0.6171943409444729,0.8004916264563042,0.6407868440266593,5.726508100194429,1.1752414295850162
rf,37,79,0.09,2481,0.6544796413935043,0.820632283647772,0.6734373449649572,5.440483851662279,1.1052819073893843
rf,37,79,0.1,2756,0.6423027216547167,0.8140889566123596,0.6627408292782003,5.535521252975371,1.172197717195691
rf,37,79,0.11,3032,0.6541985723134153,0.8188069695567993,0.6704448533947893,5.442696226275669,1.1249320816007833
rf,37,79,0.12,3308,0.6542167001515009,0.8212613783424562,0.674470251556951,5.442553564040734,1.105756506427485
rf,37,79,0.13,3583,0.6763774275778762,0.8395779476150642,0.7048911301215235,5.265263466150788,1.051383998310286
rf,37,79,0.14,3859,0.6972449711532114,0.850323974659781,0.7230508618812079,5.092679993916266,1.0407499595209193
rf,37,79,0.15,4135,0.7125600195914502,0.8479309584797597,0.718986910348404,4.962200315137229,1.0927237095581752
rf,37,79,0.16,4410,0.7134999431774498,0.8479823627963977,0.7190740876137615,4.954080518742241,1.0264328670193217
rf,37,79,0.17,4686,0.7309065037042617,0.859260982425833,0.7383294359194078,4.801227726258814,1.0291133540318307
rf,37,79,0.18,4962,0.7107435030968424,0.8480933188596335,0.7192622774943479,4.977855274403793,1.0420769403188515
rf,37,79,0.19,5237,0.724914008460952,0.8571418249417134,0.7346921080644109,4.854393104057353,0.9925503059479733
rf,37,79,0.2,5513,0.7295963055729326,0.8610412013641634,0.7413919504466417,4.812901960656912,0.9905608758759179
rf,37,79,0.21,5789,0.7321029786486728,0.8625676082744996,0.7440228788443907,4.790541945085122,0.9785468218794205
rf,37,79,0.22,6064,0.7336648084789106,0.8607799936243467,0.7409421974239303,4.7765571905287905,0.9738717965518775
rf,37,79,0.23,6340,0.7318100833153403,0.8585466169456265,0.7371022934687803,4.793160010914823,0.980364094013899
rf,37,79,0.24,6616,0.744412615771519,0.8657994568040265,0.7496086994021474,4.679187102861536,0.9477221219518058
rf,37,79,0.25,6891,0.7380223199065903,0.8621580864177978,0.7433165659755989,4.737321406180273,0.960622311608051
rf,37,79,0.26,7167,0.7389382120395502,0.8642470493177115,0.7469229622543708,4.729033153720188,0.9400718592511859
rf,37,79,0.27,7443,0.7436430123915434,0.8668772678044578,0.7514761974361217,4.68622659631669,0.9234624895584186
rf,37,79,0.28,7718,0.7636887565460825,0.8771727048952536,0.7694319542132556,4.499278718423974,0.8954126521739251
rf,37,79,0.29,7994,0.7559991988850672,0.87460679587536,0.7649370473913637,4.571895875302375,0.905566659049646
rf,37,79,0.3,8270,0.7447472466989495,0.8665813932324413,0.7509633110966791,4.676122957948193,0.9382465884486626
rf,37,79,0.31,8545,0.7512478499661973,0.8698251566966377,0.7565958032223304,4.616194787494696,0.9049924564196565
rf,37,79,0.32,8821,0.7564928745762437,0.8741103129758524,0.7640688392507426,4.567268479325198,0.8970835570717667
rf,37,79,0.33,9096,0.7544171887062496,0.8728289616561296,0.7618303963057173,4.586693162769361,0.9075082489594198
rf,37,79,0.34,9372,0.7519184919022482,0.8708644266753458,0.7584048496485788,4.6099679001609175,0.9039722891895821
rf,37,79,0.35,9648,0.7562586406160421,0.8738591926328181,0.7636298885488807,4.569464620891301,0.8826193901169934
rf,37,79,0.36,9923,0.7573991329155092,0.8729649226277146,0.7620677561384118,4.558761575349815,0.8884324170085106
rf,37,79,0.37,10199,0.7480369161439065,0.8682714678517887,0.7538953418854997,4.645892561071662,0.8940401552832414
rf,37,79,0.38,10475,0.7616211250494336,0.8766679693632505,0.7685467285074852,4.518919319762312,0.8761036944050149
rf,37,79,0.39,10750,0.7524596372899072,0.871309357711397,0.7591799968354471,4.60493724554577,0.8870557763443742
rf,37,79,0.4,11026,0.7555974604367406,0.8735626879339932,0.7631117697504631,4.575658057538343,0.8773239397876387
rf,37,79,0.41,11302,0.7564048278356486,0.8734146283439098,0.7628531130051301,4.5680941158611095,0.8786568552937959
rf,37,79,0.42,11577,0.75444274300638,0.8729500378260339,0.762041768540474,4.586454520695198,0.8746903711289704
rf,37,79,0.43,11853,0.7604858289584484,0.8755034059709398,0.7665062138667162,4.529667372784986,0.873452165725693
rf,37,79,0.44,12129,0.7631385504421372,0.8771358375442999,0.7693672775045405,4.50451353353843,0.8623844667101032
rf,37,79,0.45,12404,0.7609551205701455,0.8760427195644135,0.7674508465018136,4.525227599602603,0.8541811487793338
rf,37,79,0.46,12680,0.7560861046934079,0.8734029277406292,0.7628326741859028,4.571081616312351,0.8644265259057677
rf,37,79,0.47,12956,0.7558525825551405,0.8739695663072832,0.7638228028313406,4.573269259991666,0.8591641312711086
rf,37,79,0.48,13231,0.7504454108871877,0.8698726012125287,0.7566783423402511,4.623634386678253,0.8601203553232208
rf,37,79,0.49,13507,0.7546459811330853,0.872309656030183,0.7609241360034961,4.584556113393525,0.8520646296235831
rf,37,79,0.5,13782,0.7430747360414693,0.8654451264932759,0.7489952669709623,4.691417789993198,0.8650358166009812
rf,37,79,0.51,14058,0.7549156735582669,0.8732311770341026,0.7625326885443642,4.582035755225944,0.8515569190143694
rf,37,79,0.52,14334,0.7681768236459025,0.8801233474770184,0.7746171067741524,4.456348336612464,0.8352586790680167
rf,37,79,0.53,14609,0.760945067751939,0.8761553856221032,0.7676482597546163,4.525322750798156,0.8424852701632297
rf,37,79,0.54,14885,0.7606324809429273,0.8771880901423615,0.7694589454876039,4.5282804268245025,0.8337640252621189
rf,37,79,0.55,15161,0.7623491566164091,0.8788123353802617,0.7723111208165095,4.5120134400243765,0.8293232213720031
rf,37,79,0.56,15436,0.7616629178271703,0.8779440155611519,0.7707856944596401,4.518523172097804,0.8304001650080275
rf,37,79,0.57,15712,0.7606331167045381,0.8758446313310793,0.7671038182314741,4.528274413250102,0.8303547723346152
rf,37,79,0.58,15988,0.7553047735782394,0.8734082393609045,0.7628419525835151,4.578397051721793,0.8491224121141497
rf,37,79,0.59,16263,0.7636623869413904,0.877417744576126,0.7698618984970559,4.499529745183903,0.8212175996707319
rf,37,79,0.6,16539,0.768638237770493,0.881567644648647,0.7771615120913632,4.451911234421791,0.8026702711915851
rf,37,79,0.61,16815,0.7730001700413093,0.8845704265913857,0.7824648396000662,4.409744940521825,0.8027951774806309
rf,37,79,0.62,17090,0.7632881630699854,0.8795217832138187,0.7735585671476155,4.5030906794533285,0.811098250583614
rf,37,79,0.63,17366,0.7674563086452821,0.8817491215919737,0.7774815134282173,4.463268211648526,0.8008469142719523
rf,37,79,0.64,17642,0.7684745723035271,0.8816926838609487,0.7773819887739228,4.453485598552468,0.8085344781860873
rf,37,79,0.65,17917,0.7659622930869281,0.8797891975923585,0.774029032200206,4.477582760778811,0.8218027193249647
rf,37,79,0.66,18193,0.7755988721166784,0.8841497264481255,0.7817207387782952,4.384430824795147,0.8028696799351784
rf,37,79,0.67,18469,0.7692814282473566,0.8802173810350069,0.7747826378761266,4.44571872501625,0.812875530538734
rf,37,79,0.68,18744,0.7732155771340651,0.8828634858991932,0.7794479347340748,4.407652172898172,0.8007333103732044
rf,37,79,0.69,19020,0.7735915406325171,0.8831724708023062,0.7799936131830504,4.403997151816511,0.8089835520437315
rf,37,79,0.7,19296,0.777755075799859,0.8864093225968954,0.785721487186687,4.3633156342064465,0.8024015158375885
rf,37,79,0.71,19571,0.7700987749684095,0.8810322409746987,0.7762178096368996,4.437837006823724,0.8033573205927381
rf,37,79,0.72,19847,0.7823594590397903,0.8882611160484868,0.7890078102837033,4.317880343275682,0.7926831326683796
rf,37,79,0.73,20122,0.7822640386229647,0.8888512744499277,0.7900565880912608,4.318826786411437,0.797596404972405
rf,37,79,0.74,20398,0.7757571334741403,0.8848382630460958,0.7829387517504318,4.382884468129271,0.7973417300694079
rf,37,79,0.75,20674,0.7760954996411813,0.8847165300809889,0.7827233385985454,4.379576492928606,0.7962136104096573
rf,37,79,0.76,20949,0.7773928562581833,0.8852453923038721,0.7836594045952364,4.366869899269718,0.8157556103037424
rf,37,79,0.77,21225,0.7917111777145343,0.8933264903110845,0.79803221829152,4.224095096706149,0.7876394101545046
rf,37,79,0.78,21501,0.7873061402352087,0.8917736719919982,0.795260282058092,4.268528455490037,0.7985863168588824
rf,37,79,0.79,21776,0.7879125641283459,0.8910846841534787,0.794031914332905,4.262438986418022,0.7923700627658293
rf,37,79,0.8,22052,0.7923198204816195,0.8942465462670497,0.7996768855105466,4.217918947143007,0.7850726376373046
rf,37,79,0.81,22328,0.7917600939507237,0.8936310265195487,0.7985764115583824,4.223599057206586,0.7845595614848326
rf,37,79,0.82,22603,0.7890174653188942,0.8914670614993762,0.7947135217383325,4.251321581635593,0.7882358785476729
rf,37,79,0.83,22879,0.791932419726987,0.8931713179859823,0.7977550032728167,4.221851107835336,0.7795735993840905
rf,37,79,0.84,23155,0.7973958554245584,0.8967285486933226,0.8041220900416327,4.1660537350891085,0.777122917747162
rf,37,79,0.85,23430,0.792323411521919,0.8939969584956194,0.7992305617994183,4.217882480537405,0.7737053891932217
rf,37,79,0.86,23706,0.7992640271994633,0.898225590428944,0.806809211301425,4.146802084640656,0.7742248767552214
rf,37,79,0.87,23982,0.799119456000933,0.8965111351933817,0.8037322155257258,4.148295091189591,0.7717678665082587
rf,37,79,0.88,24257,0.7919904409547067,0.8928107095199299,0.7971109630334807,4.221262419141941,0.788375874338711
rf,37,79,0.89,24533,0.7979690454680082,0.8964249967970649,0.8035777748826178,4.160156442468976,0.7730530759547821
rf,37,79,0.9,24808,0.80080621615245,0.897706861916285,0.805877609931584,4.130842108325568,0.7730358900314657
rf,37,79,0.91,25084,0.7942394378332951,0.8937462449714315,0.798782350400534,4.198380281163133,0.777432024590213
rf,37,79,0.92,25360,0.7952422709108351,0.894578966724838,0.8002715277064789,4.188136779910627,0.7740862142486001
rf,37,79,0.93,25635,0.7946348213970039,0.8941219529129711,0.7994540666809054,4.1943445982682634,0.7763139180105664
rf,37,79,0.94,25911,0.7959622145982006,0.8941608780284154,0.7995236757965467,4.180767393276033,0.7695976737522993
rf,37,79,0.95,26187,0.7887692430278913,0.8904375879568899,0.792879098046484,4.253821699910897,0.7847752464597346
rf,37,79,0.96,26462,0.795024809280308,0.8943773050994219,0.7999107638769044,4.190360181608219,0.7736220169641942
rf,37,79,0.97,26738,0.7952539587340826,0.8945015231170023,0.8001329748586369,4.188017246203176,0.7734029194677008
rf,37,79,0.98,27014,0.7966023153373459,0.8949540049829923,0.8009426710350978,4.174204357793943,0.7739892903341131
rf,37,79,0.99,27289,0.79890035046142,0.8957837462183615,0.802428519989002,4.150556800330135,0.7723771456059481
rf,37,79,1.0,27565,0.8038961921424568,0.8988827767644137,0.8079902463637029,4.0986772202428075,0.7535726526323194
rf,38,80,0.01,276,-0.4582939050917214,0.2903837010346209,0.0843226938265641,11.176948118619757,4.559819747683524
rf,38,80,0.02,551,0.20901481026781155,0.546305070495271,0.298449230048843,8.231611792125774,2.6683047679983956
rf,38,80,0.03,827,0.3692531612318042,0.6517838132318439,0.4248221391910431,7.350692340632332,2.066587871584876
rf,38,80,0.04,1103,0.3927662125819731,0.6550188222974708,0.42904965756396557,7.212381136930497,1.834915239960974
rf,38,80,0.05,1378,0.47713972250714043,0.7023090262758098,0.4932379683884761,6.692579352243028,1.6784264994396179
rf,38,80,0.06,1654,0.5021764088762888,0.7188763743760918,0.5167832416361148,6.530379818504156,1.5478106678494217
rf,38,80,0.07,1930,0.4922867061890751,0.7077733519847289,0.5009431177796989,6.5949266890469,1.5196877954083516
rf,38,80,0.08,2205,0.46961147418489035,0.6976042653580121,0.48665171104569177,6.740587718742235,1.5574472682933995
rf,38,80,0.09,2481,0.558201213390861,0.749138060281603,0.5612078333624827,6.151952365382928,1.4058242565952446
rf,38,80,0.1,2756,0.5671379428397415,0.7554238158589434,0.5706651415668867,6.089413479196843,1.3729730673217233
rf,38,80,0.11,3032,0.5553591920021131,0.7484075986461937,0.5601139337113621,6.171707911227041,1.3816674618877771
rf,38,80,0.12,3308,0.5847853360398851,0.7669515895819022,0.5882147407622066,5.963991916355616,1.2815940945165876
rf,38,80,0.13,3583,0.6064389832904715,0.7790324408344567,0.6068915438724912,5.80639720232042,1.2483823559768683
rf,38,80,0.14,3859,0.6296631079613686,0.7939054914937541,0.6302859294239392,5.632473971379779,1.2144887415980112
